state,city,address,zip,phone,latitude,longitude,store_url
Missouri,Saint Peters,200 Costco Way,63376-4385,(636) 970-4004,38.797,-90.607,https://www.costco.com/warehouse-locations/saint-peters-missouri-382.html
Missouri,Saint Louis,8685 Olive Blvd,63132-2503,(314) 219-5300,38.676,-90.36,https://www.costco.com/warehouse-locations/saint-louis-missouri-1488.html
Montana,Billings,3880 Zoo Drive,59106-3963,(406) 601-8273,45.734,-108.614,https://www.costco.com/warehouse-locations/billings-montana-1644.html
Montana,Bozeman,2505 Catron St,59718-7993,(406) 585-0383,45.713,-111.07,https://www.costco.com/warehouse-locations/bozeman-montana-96.html
Montana,Helena,2195 E Custer Ave,59602-1217,(406) 495-7042,46.616,-112.003,https://www.costco.com/warehouse-locations/helena-montana-633.html
Montana,Kalispell,2330 Us Highway 93 N,59901-2547,(406) 758-2500,48.234,-114.333,https://www.costco.com/warehouse-locations/kalispell-montana-745.html
Montana,Missoula,3220 N Reserve St,59808-1556,(406) 543-6445,46.895,-114.038,https://www.costco.com/warehouse-locations/missoula-montana-67.html
Nebraska,La Vista,12515 Portside Parkway,68128-5622,(402) 378-7398,41.178,-96.109,https://www.costco.com/warehouse-locations/la-vista-nebraska-1237.html
Nebraska,Lincoln,1620 Pine Lake Road,68512-3612,(531) 333-7559,40.739,-96.697,https://www.costco.com/warehouse-locations/lincoln-nebraska-1285.html
Nebraska,Omaha,17701 Evans St,68116,(531) 484-4259,41.29,-96.192,https://www.costco.com/warehouse-locations/omaha-nebraska-1690.html
Nebraska,Omaha,12300 W Dodge Rd,68154-2382,(402) 952-3240,41.265,-96.106,https://www.costco.com/warehouse-locations/omaha-nebraska-1012.html
Nevada,Carson City,700 Old Clear Creek Rd,89705-6853,(775) 881-2503,39.117,-119.777,https://www.costco.com/warehouse-locations/carson-city-nevada-127.html
Nevada,Las Vegas,6555 N. Decatur Blvd,89131-2796,(702) 415-2300,36.278,-115.209,https://www.costco.com/warehouse-locations/las-vegas-nevada-737.html
Nevada,Henderson,791 Marks St,89014-8601,(702) 352-2000,36.069,-115.037,https://www.costco.com/warehouse-locations/henderson-nevada-673.html
Nevada,Las Vegas,222 S Martin L King Blvd,89106-4305,(702) 384-6247,36.172,-115.162,https://www.costco.com/warehouse-locations/las-vegas-nevada-563.html
Nevada,Reno,2200 Harvard Way,89502-4004,(775) 689-2200,39.503,-119.784,https://www.costco.com/warehouse-locations/reno-nevada-25.html
Nevada,Henderson,3411 Saint Rose Pkwy,89052-4570,(702) 803-7044,35.988,-115.138,https://www.costco.com/warehouse-locations/henderson-nevada-1320.html
Nevada,Sparks,4810 Galleria Pkwy,89436-9605,(775) 356-4400,39.579,-119.739,https://www.costco.com/warehouse-locations/sparks-nevada-646.html
Nevada,Las Vegas,801 S Pavilion Center Dr,89144-4566,(702) 352-2053,36.163,-115.333,https://www.costco.com/warehouse-locations/las-vegas-nevada-685.html
New Hampshire,Nashua,311 Daniel Webster Hwy,03060-5702,(603) 888-3640,42.702,-71.443,https://www.costco.com/warehouse-locations/nashua-new hampshire-307.html
New Jersey,Bayonne,21 Goldsborough Dr,07002,(201) 354-2335,40.674,-74.104,https://www.costco.com/warehouse-locations/bayonne-new jersey-1334.html
New Jersey,Brick,465 Route 70,08723-4049,(732) 262-6300,40.055,-74.157,https://www.costco.com/warehouse-locations/brick-new jersey-739.html
New Jersey,Bridgewater,325 Promenade Blvd,08807-3457,(732) 584-1003,40.563,-74.558,https://www.costco.com/warehouse-locations/bridgewater-new jersey-322.html
New Jersey,Cherry Hill,650 Garden Park Blvd,08002-4250,(856) 406-7430,39.927,-75.04,https://www.costco.com/warehouse-locations/cherry-hill-new jersey-1415.html
New Jersey,Clifton,20 Bridewell Pl,07014-1724,(973) 779-8715,40.832,-74.137,https://www.costco.com/warehouse-locations/clifton-new jersey-306.html
New Jersey,East Hanover,156 Sr-10 West,07936-2107,(973) 602-2000,40.812,-74.38,https://www.costco.com/warehouse-locations/east-hanover-new jersey-244.html
New Jersey,Edison,205 Vineyard Rd,08817-4785,(732) 491-2023,40.53,-74.376,https://www.costco.com/warehouse-locations/edison-new jersey-323.html
New Jersey,Flemington,2A Walter E Foran Blvd N,08822,(908) 905-7210,40.522,-74.852,https://www.costco.com/warehouse-locations/flemington-new jersey-1236.html
New Jersey,Hackensack,80 S River St,07601-6954,(201) 296-3044,40.876,-74.039,https://www.costco.com/warehouse-locations/hackensack-new jersey-729.html
New Jersey,Hazlet,2835 Route 35 N,07730-1516,(732) 335-3800,40.419,-74.171,https://www.costco.com/warehouse-locations/hazlet-new jersey-222.html
New Jersey,Stafford Township,245 Stafford Park Blvd,08050-2734,(609) 242-2011,39.707,-74.288,https://www.costco.com/warehouse-locations/stafford-township-new jersey-1025.html
New Jersey,Morganville,18 Route 9 North,07751-1526,(732) 617-4340,40.362,-74.303,https://www.costco.com/warehouse-locations/morganville-new jersey-1093.html
New Jersey,Mount Laurel,100 Centerton Rd,08054-6103,(856) 359-3650,39.972,-74.908,https://www.costco.com/warehouse-locations/mount-laurel-new jersey-749.html
New Jersey,North Brunswick,100 Grand Avenue,08902-5026,(732) 509-3905,40.437,-74.507,https://www.costco.com/warehouse-locations/north-brunswick-new jersey-1174.html
New Jersey,North Plainfield,1290 Us Highway 22E,07060-3518,(908) 546-5666,40.612,-74.459,https://www.costco.com/warehouse-locations/north-plainfield-new jersey-1166.html
New Jersey,Ocean,2361 State Route 66,07712-3961,(732) 481-0023,40.233,-74.046,https://www.costco.com/warehouse-locations/ocean-new jersey-329.html
New Jersey,Lawrence Township,4100 Quakerbridge Rd,08648-4702,(609) 779-7000,40.282,-74.675,https://www.costco.com/warehouse-locations/lawrence-township-new jersey-1199.html
New Jersey,Teterboro,2 Teterboro Landing Dr,07608-1120,(201) 596-7001,40.861,-74.064,https://www.costco.com/warehouse-locations/teterboro-new jersey-1214.html
New Jersey,Union,1055 Hudson St,07083-6809,(908) 810-1458,40.694,-74.288,https://www.costco.com/warehouse-locations/union-new jersey-320.html
New Jersey,Wayne,149 State Route 23,07470-6933,(973) 339-4006,40.891,-74.255,https://www.costco.com/warehouse-locations/wayne-new jersey-1177.html
New Jersey,Wharton,315 State Route 15 N,07885-1222,(973) 659-2000,40.907,-74.569,https://www.costco.com/warehouse-locations/wharton-new jersey-315.html
New Mexico,Albuquerque,1420 N Renaissance Blvd Ne,87107-7008,(505) 345-9411,35.137,-106.614,https://www.costco.com/warehouse-locations/albuquerque-new mexico-116.html
New Mexico,Albuquerque,9955 Coors Bypass Nw,87114-6196,(505) 922-7400,35.195,-106.661,https://www.costco.com/warehouse-locations/albuquerque-new mexico-1016.html
New Mexico,Albuquerque,500 Eubank Blvd Se,87123-3338,(505) 332-6603,35.068,-106.531,https://www.costco.com/warehouse-locations/albuquerque-new mexico-667.html
New York,Brooklyn,976 3Rd Ave,11232-2400,(718) 965-7603,40.655,-74.009,https://www.costco.com/warehouse-locations/brooklyn-new york-318.html
New York,Commack,10 Garet Pl,11725-5421,(631) 462-3900,40.807,-73.286,https://www.costco.com/warehouse-locations/commack-new york-240.html
New York,Holbrook,125 Beacon Dr,11741-4309,(631) 244-0292,40.773,-73.05,https://www.costco.com/warehouse-locations/holbrook-new york-230.html
New York,Lawrence,605 Rockaway Tpke,11559-1047,(516) 371-2017,40.631,-73.739,https://www.costco.com/warehouse-locations/lawrence-new york-310.html
New York,New York,517 E 117Th St,10035-4409,(212) 896-5875,40.796,-73.931,https://www.costco.com/warehouse-locations/new-york-new york-1062.html
New York,Melville,625 Broadhollow Rd,11747-5006,(631) 293-8707,40.758,-73.421,https://www.costco.com/warehouse-locations/melville-new york-237.html
New York,Nanuet,50 Overlook Blvd,10954-5290,(845) 425-1469,41.107,-74.025,https://www.costco.com/warehouse-locations/nanuet-new york-305.html
New York,Nesconset,3000 Middle Country Rd,11767-1072,(631) 366-1504,40.86,-73.13,https://www.costco.com/warehouse-locations/nesconset-new york-206.html
New York,New Rochelle,1 Industrial Ln,10805-1203,(914) 235-2233,40.896,-73.795,https://www.costco.com/warehouse-locations/new-rochelle-new york-241.html
New York,Oceanside,3705 Hampton Rd,11572-4808,(516) 259-7002,40.619,-73.652,https://www.costco.com/warehouse-locations/oceanside-new york-1215.html
New York,Port Chester,1 Westchester Ave,10573-4314,(914) 935-3103,41.0,-73.661,https://www.costco.com/warehouse-locations/port-chester-new york-326.html
New York,Long Island City,3250 Vernon Blvd,11106-4927,(718) 267-3680,40.768,-73.939,https://www.costco.com/warehouse-locations/long-island-city-new york-243.html
New York,Rego Park,6135 Junction Blvd,11374-2771,(718) 760-2180,40.733,-73.863,https://www.costco.com/warehouse-locations/rego-park-new york-1070.html
New York,Riverhead,1768 Old Country Rd,11901-3146,(631) 655-0110,40.927,-72.707,https://www.costco.com/warehouse-locations/riverhead-new york-785.html
New York,Rochester,335 Westfall Road,14620-4603,(585) 471-6906,43.114,-77.613,https://www.costco.com/warehouse-locations/rochester-new york-1195.html
New York,Staten Island,2975 Richmond Ave,10314-5851,(718) 982-9525,40.573,-74.169,https://www.costco.com/warehouse-locations/staten-island-new york-316.html
New York,Camillus,120 Township Blvd,13031-1659,(315) 883-2361,43.057,-76.268,https://www.costco.com/warehouse-locations/camillus-new york-1176.html
New York,Westbury,1250 Old Country Rd,11590-5624,(516) 683-8300,40.744,-73.598,https://www.costco.com/warehouse-locations/westbury-new york-226.html
New York,Yonkers,20 Stew Leonard Dr,10710-7204,(914) 595-1003,40.974,-73.862,https://www.costco.com/warehouse-locations/yonkers-new york-321.html
North Carolina,Apex,1021 Pine Plaza Dr,27523-6406,(919) 331-6027,35.747,-78.828,https://www.costco.com/warehouse-locations/apex-north carolina-1206.html
North Carolina,Charlotte,500 Tyvola Rd,28217-3504,(704) 501-2403,35.162,-80.885,https://www.costco.com/warehouse-locations/charlotte-north carolina-359.html
North Carolina,Durham,1510 N Pointe Dr,27705-3405,(919) 220-2770,36.029,-78.915,https://www.costco.com/warehouse-locations/durham-north carolina-249.html
North Carolina,Raleigh,7800 Fayetteville Rd.,27603,(984) 810-5030,35.668,-78.699,https://www.costco.com/warehouse-locations/raleigh-north carolina-1587.html
North Carolina,Greensboro,4201 W Wendover Ave,27407-1908,(336) 291-4010,36.058,-79.884,https://www.costco.com/warehouse-locations/greensboro-north carolina-339.html
North Carolina,Matthews,2125 Matthews Township Pkwy,28105-5766,(704) 321-7440,35.13,-80.704,https://www.costco.com/warehouse-locations/matthews-north carolina-367.html
North Carolina,Mooresville,392 Talbert Rd,28117,(980) 447-9749,35.582,-80.855,https://www.costco.com/warehouse-locations/mooresville-north carolina-1333.html
North Carolina,Raleigh,2838 Wake Forest Rd,27609-7840,(919) 755-2801,35.818,-78.622,https://www.costco.com/warehouse-locations/raleigh-north carolina-645.html
North Carolina,Wilmington,5351 Gingerwood Dr,28405-3091,(910) 798-3250,34.248,-77.873,https://www.costco.com/warehouse-locations/wilmington-north carolina-635.html
North Carolina,Winston Salem,1085 Hanes Mall Blvd,27103-1310,(336) 970-2300,36.065,-80.318,https://www.costco.com/warehouse-locations/winston-salem-north carolina-361.html
North Dakota,Bismarck,1325 57Th Ave Ne,58503-6581,(701) 415-7003,46.865,-100.77,https://www.costco.com/warehouse-locations/bismarck-north dakota-1380.html
North Dakota,West Fargo,750 23Rd Ave East,58078-7804,(701) 281-2220,46.845,-96.887,https://www.costco.com/warehouse-locations/west-fargo-north dakota-1119.html
Ohio,Avon,35804 Detroit Road,44011-1681,(440) 930-0103,41.46,-82.011,https://www.costco.com/warehouse-locations/avon-ohio-343.html
Ohio,Boston Heights,6720 Bass Pro Dr,44236-1198,(330) 341-7000,41.265,-81.507,https://www.costco.com/warehouse-locations/boston-heights-ohio-1226.html
Ohio,Centerville,5300 Cornerstone North Blvd,45440-2268,(937) 640-6000,39.662,-84.107,https://www.costco.com/warehouse-locations/centerville-ohio-1185.html
Ohio,Columbus,1500 Gemini Pl,43240-7002,(614) 987-1900,40.15,-82.977,https://www.costco.com/warehouse-locations/columbus-ohio-632.html
Ohio,Cincinnati,9691 Waterstone Blvd,45249-8220,(513) 774-0024,39.296,-84.303,https://www.costco.com/warehouse-locations/cincinnati-ohio-384.html
Ohio,Columbus,3888 Stelzer Rd,43219-3044,(614) 934-6211,40.054,-82.905,https://www.costco.com/warehouse-locations/columbus-ohio-1160.html
Ohio,Liberty Township,7135 Veterans Boulevard,45069,(513) 346-7940,39.37,-84.358,https://www.costco.com/warehouse-locations/liberty-township-ohio-1632.html
Ohio,Cleveland,1409 Golden Gate Blvd,44124-1808,(440) 544-1350,41.524,-81.447,https://www.costco.com/warehouse-locations/cleveland-ohio-344.html
Ohio,Plain City,7300 State Route 161 E,43064-9276,(614) 733-5002,40.11,-83.189,https://www.costco.com/warehouse-locations/plain-city-ohio-1243.html
Ohio,North Canton,4953 Huckleberry St Nw,44720,(330) 818-0000,40.886,-81.44,https://www.costco.com/warehouse-locations/north-canton-ohio-1635.html
Ohio,Perrysburg,26400 Dixie Hwy,43551-1967,(567) 368-6000,41.535,-83.633,https://www.costco.com/warehouse-locations/perrysburg-ohio-1194.html
Ohio,Strongsville,16690 Royalton Rd,44136-4433,(440) 783-3415,41.317,-81.816,https://www.costco.com/warehouse-locations/strongsville-ohio-625.html
Ohio,Toledo,3405 W Central Ave,43606-1402,(419) 381-5000,41.676,-83.625,https://www.costco.com/warehouse-locations/toledo-ohio-1007.html
Oklahoma,Moore,2651 S. Telephone Rd,73160-0008,(405) 300-7661,35.314,-97.496,https://www.costco.com/warehouse-locations/moore-oklahoma-1444.html
Oklahoma,Tulsa,4816 N 118Th Ave E,74116,(539) 235-5110,36.223,-95.848,https://www.costco.com/warehouse-locations/tulsa-oklahoma-1640.html
Oklahoma,Oklahoma City,13200 N Western Ave,73114,(405) 832-5102,35.605,-97.53,https://www.costco.com/warehouse-locations/oklahoma-city-oklahoma-1350.html
Oklahoma,Tulsa,10220 S Memorial Dr,74133-7179,(918) 710-2220,36.014,-95.889,https://www.costco.com/warehouse-locations/tulsa-oklahoma-1207.html
Oregon,Albany,3130 Killdeer Ave Se,97322-5359,(541) 918-7043,44.638,-123.066,https://www.costco.com/warehouse-locations/albany-oregon-682.html
Oregon,Aloha,15901 Sw Jenkins Rd,97006-5045,(503) 644-7615,45.509,-122.842,https://www.costco.com/warehouse-locations/aloha-oregon-9.html
Oregon,Bend,62207 Nw Costco Drive,97703-8508,(541) 640-8580,44.107,-121.306,https://www.costco.com/warehouse-locations/bend-oregon-1696.html
Oregon,Central Point,3075 Hamrick Road,97502-2844,(541) 734-4227,42.375,-122.887,https://www.costco.com/warehouse-locations/central-point-oregon-1287.html
Oregon,Clackamas,13130 Se 84Th Ave,97015-9733,(503) 794-5500,45.428,-122.574,https://www.costco.com/warehouse-locations/clackamas-oregon-97.html
Oregon,Eugene,2828 Chad Dr,97408-7336,(541) 683-8126,44.089,-123.065,https://www.costco.com/warehouse-locations/eugene-oregon-17.html
Oregon,Hillsboro,1255 Ne 48Th Ave,97124-5008,(503) 681-2800,45.536,-122.935,https://www.costco.com/warehouse-locations/hillsboro-oregon-692.html
Oregon,Portland,4849 Ne 138Th Ave,97230-3401,(503) 252-2243,45.559,-122.524,https://www.costco.com/warehouse-locations/portland-oregon-2.html
Oregon,Roseburg,4141 Ne Stephens St,97470-1161,(541) 378-0020,43.26,-123.35,https://www.costco.com/warehouse-locations/roseburg-oregon-1073.html
Oregon,Salem,4885 27Th Ave. Se,97306-6919,(503) 371-1729,44.884,-123.007,https://www.costco.com/warehouse-locations/salem-oregon-1492.html
Oregon,Tigard,7850 Sw Dartmouth St,97223-8401,(503) 639-0811,45.435,-122.758,https://www.costco.com/warehouse-locations/tigard-oregon-111.html
Oregon,Warrenton,1804 Se Ensign Ln,97146-7339,(503) 338-4103,46.147,-123.914,https://www.costco.com/warehouse-locations/warrenton-oregon-1059.html
Oregon,Wilsonville,25900 Sw Heather Pl,97070-5785,(503) 825-4003,45.333,-122.764,https://www.costco.com/warehouse-locations/wilsonville-oregon-766.html
Pennsylvania,Allentown,791 N Krocks Rd,18106-9046,(484) 273-7056,40.566,-75.558,https://www.costco.com/warehouse-locations/allentown-pennsylvania-1211.html
Pennsylvania,Warminster,100 Veterans Way,18974-3533,(215) 347-1950,40.197,-75.08,https://www.costco.com/warehouse-locations/warminster-pennsylvania-1103.html
Pennsylvania,Glen Mills,700 Evergreen Dr,19342-2102,(610) 387-2205,39.89,-75.532,https://www.costco.com/warehouse-locations/glen-mills-pennsylvania-1114.html
Pennsylvania,Cranberry Township,1050 Cranberry Square Dr,16066-6142,(724) 778-6300,40.691,-80.108,https://www.costco.com/warehouse-locations/cranberry-township-pennsylvania-328.html
Pennsylvania,Harrisburg,5125 Jonestown Rd Ste 221,17112-2983,(717) 412-2050,40.307,-76.798,https://www.costco.com/warehouse-locations/harrisburg-pennsylvania-327.html
Pennsylvania,Homestead,501 Waterfront Dr W,15120-5009,(412) 205-1000,40.403,-79.921,https://www.costco.com/warehouse-locations/homestead-pennsylvania-649.html
Pennsylvania,King Of Prussia,201 Allendale Rd,19406-1634,(610) 337-6601,40.091,-75.386,https://www.costco.com/warehouse-locations/king-of-prussia-pennsylvania-245.html
Pennsylvania,Lancaster,1875 Hempstead Rd,17601-5671,(717) 396-8460,40.053,-76.257,https://www.costco.com/warehouse-locations/lancaster-pennsylvania-317.html
Pennsylvania,North Wales,740 Upper State Rd,19454-1403,(215) 353-4153,40.237,-75.234,https://www.costco.com/warehouse-locations/north-wales-pennsylvania-248.html
Pennsylvania,Pittsburgh,202 Costco Dr,15205-4858,(412) 490-2204,40.459,-80.166,https://www.costco.com/warehouse-locations/pittsburgh-pennsylvania-332.html
Pennsylvania,Pottstown,14 W Lightcap Rd,19464-3413,(610) 569-4137,40.238,-75.576,https://www.costco.com/warehouse-locations/pottstown-pennsylvania-1081.html
Puerto Rico,Caguas Bairoa Ward,"200 Ave Rafael Cordero, Pr#30",00725-4302,(787) 653-6930,18.247,-66.024,https://www.costco.com/warehouse-locations/caguas-bairoa-ward-puerto rico-365.html
Puerto Rico,San Juan,1185 Ave 65 Infanteria,00924-3403,(787) 999-7230,18.4,-65.997,https://www.costco.com/warehouse-locations/san-juan-puerto rico-335.html
Puerto Rico,Bayamon,125 Calle A,00959,(787) 993-9303,18.384,-66.138,https://www.costco.com/warehouse-locations/bayamon-puerto rico-363.html
Puerto Rico,San Juan,Carr 176 Km 0.5,00926,(888) 860-0413,18.357,-66.054,https://www.costco.com/warehouse-locations/san-juan-puerto rico-1622.html
Puerto Rico,Bayamon,"Pr-2, Km 15.5",00961,(787) 474-6930,18.404,-66.195,https://www.costco.com/warehouse-locations/bayamon-puerto rico-364.html
South Carolina,Charleston,3050 Ashley Town Center Dr,29414-5664,(843) 460-2003,32.795,-80.036,https://www.costco.com/warehouse-locations/charleston-south carolina-360.html
South Carolina,Columbia,507 Piney Grove Rd,29210-3405,(803) 875-7130,34.071,-81.14,https://www.costco.com/warehouse-locations/columbia-south carolina-1232.html
South Carolina,Greenville,1021 Woodruff Rd,29607-4108,(864) 297-2560,34.836,-82.311,https://www.costco.com/warehouse-locations/greenville-south carolina-1005.html
South Carolina,Mount Pleasant,3525 Park Avenue Blvd,29466-7242,(843) 375-7021,32.882,-79.77,https://www.costco.com/warehouse-locations/mount-pleasant-south carolina-1319.html
South Carolina,Myrtle Beach,1021 Oak Forest Ln,29577-9795,(843) 839-6604,33.706,-78.916,https://www.costco.com/warehouse-locations/myrtle-beach-south carolina-338.html
South Carolina,Spartanburg,211 W Blackstock Rd,29301-1382,(864) 515-4942,34.94,-81.997,https://www.costco.com/warehouse-locations/spartanburg-south carolina-1008.html
South Dakota,Sioux Falls,3700 S Grange Ave,57105-6359,(605) 988-9140,43.513,-96.74,https://www.costco.com/warehouse-locations/sioux-falls-south dakota-1159.html
Tennessee,Brentwood,98 Seaboard Ln,37027-2930,(615) 493-1003,35.964,-86.817,https://www.costco.com/warehouse-locations/brentwood-tennessee-386.html
Tennessee,Knoxville,10745 Kingston Pike,37934-3002,(865) 218-7700,35.896,-84.14,https://www.costco.com/warehouse-locations/knoxville-tennessee-1116.html
Tennessee,Hendersonville,1101 Forest Retreat Rd,37075,(615) 348-3248,36.329,-86.623,https://www.costco.com/warehouse-locations/hendersonville-tennessee-1659.html
Tennessee,Mt. Juliet,100 Legacy Pointe Blvd.,37122,(615) 583-4480,36.182,-86.463,https://www.costco.com/warehouse-locations/mt.-juliet-tennessee-1686.html
Tennessee,Murfreesboro,1524 Beasie Rd,37128,(615) 439-2639,35.826,-86.417,https://www.costco.com/warehouse-locations/murfreesboro-tennessee-1448.html
Tennessee,Cordova,2431 N Germantown Pkwy,38016-4494,(901) 214-0003,35.192,-89.795,https://www.costco.com/warehouse-locations/cordova-tennessee-352.html
Tennessee,Memphis,3775 Hacks Cross Rd,38125-2302,(901) 214-0054,35.046,-89.797,https://www.costco.com/warehouse-locations/memphis-tennessee-353.html
Tennessee,Nashville,6670 Charlotte Pike,37209-4202,(615) 354-5100,36.14,-86.885,https://www.costco.com/warehouse-locations/nashville-tennessee-630.html
Texas,Arlington,600 W Arbrook Blvd,76014-3702,(817) 417-1603,32.684,-97.113,https://www.costco.com/warehouse-locations/arlington-texas-668.html
Texas,Austin,10401 Research Blvd,78759-5712,(512) 634-2253,30.396,-97.744,https://www.costco.com/warehouse-locations/austin-texas-681.html
Texas,Houston,1150 Bunker Hill Rd,77055-6208,(713) 576-2053,29.787,-95.529,https://www.costco.com/warehouse-locations/houston-texas-680.html
Texas,Cedar Park,4601 183A Toll Rd,78613-6310,(512) 690-9059,30.527,-97.819,https://www.costco.com/warehouse-locations/cedar-park-texas-1152.html
Texas,College Station,4321 State Hwy 6 South,77845,(979) 321-6550,30.567,-96.263,https://www.costco.com/warehouse-locations/college-station-texas-1614.html
Texas,Cypress,26960 Nw Freeway,77433-4934,(832) 653-4576,29.979,-95.712,https://www.costco.com/warehouse-locations/cypress-texas-1208.html
Texas,Dallas,8055 Churchill Way,75251-2149,(469) 680-7546,32.919,-96.768,https://www.costco.com/warehouse-locations/dallas-texas-1266.html
Texas,Dallas,8282 Park Ln,75231-6023,(469) 498-6623,32.869,-96.764,https://www.costco.com/warehouse-locations/dallas-texas-655.html
Texas,Duncanville,250 W Highway 67,75137-4415,(469) 221-8113,32.621,-96.91,https://www.costco.com/warehouse-locations/duncanville-texas-636.html
Texas,Plano,3800 N Central Expy,75074-2221,(972) 244-0003,33.044,-96.7,https://www.costco.com/warehouse-locations/plano-texas-664.html
Texas,El Paso,6101 Gateway Blvd W Suite #1,79925-3416,(915) 774-5203,31.783,-106.41,https://www.costco.com/warehouse-locations/el-paso-texas-768.html
Texas,Fort Worth,5300 Overton Ridge Blvd,76132-3301,(817) 210-0003,32.677,-97.409,https://www.costco.com/warehouse-locations/fort-worth-texas-489.html
Texas,Frisco,11220 Dallas Pkwy,75033-4102,(469) 200-7116,33.172,-96.838,https://www.costco.com/warehouse-locations/frisco-texas-1097.html
Texas,Houston,3836 Richmond Ave,77027-5802,(832) 325-5850,29.735,-95.439,https://www.costco.com/warehouse-locations/houston-texas-1018.html
Texas,Georgetown,2201A N Ih 35,78628,(512) 240-9201,30.677,-97.664,https://www.costco.com/warehouse-locations/georgetown-texas-1385.html
Texas,Humble,21802 Townsen Blvd W.,77338-1594,(281) 707-7051,30.021,-95.267,https://www.costco.com/warehouse-locations/humble-texas-1228.html
Texas,Kyle,19086 Ih 35,78640,(512) 400-2311,30.002,-97.867,https://www.costco.com/warehouse-locations/kyle-texas-1629.html
Texas,Lewisville,851 State Highway 121 Byp,75067-4158,(469) 948-1026,32.998,-96.964,https://www.costco.com/warehouse-locations/lewisville-texas-683.html
Texas,Lubbock,6020 34Th St,79407-3102,(806) 784-1450,33.564,-101.947,https://www.costco.com/warehouse-locations/lubbock-texas-1163.html
Texas,Mckinney,3650 W University Dr,75071-2934,(469) 347-6421,33.219,-96.66,https://www.costco.com/warehouse-locations/mckinney-texas-1284.html
Texas,Fort Worth,8900 Tehama Ridge Pkwy,76177-2004,(817) 806-9833,32.901,-97.321,https://www.costco.com/warehouse-locations/fort-worth-texas-1173.html
Texas,San Antonio,5611 Utsa Blvd,78249-1619,(210) 200-2050,29.576,-98.597,https://www.costco.com/warehouse-locations/san-antonio-texas-689.html
Texas,Pearland,3500 Business Center Drive,77584-1952,(281) 707-7001,29.544,-95.39,https://www.costco.com/warehouse-locations/pearland-texas-1221.html
Texas,Pflugerville,1901 Kelly Ln,78660,(737) 888-6037,30.469,-97.591,https://www.costco.com/warehouse-locations/pflugerville-texas-1322.html
Texas,Pharr,1501 W Kelly Ave,78577-5031,(956) 354-3900,26.193,-98.202,https://www.costco.com/warehouse-locations/pharr-texas-1108.html
Texas,Prosper,5620 W University Drive,75078-3830,(972) 346-6120,33.222,-96.896,https://www.costco.com/warehouse-locations/prosper-texas-1694.html
Texas,Richmond,11125 W Grand Pkwy S,77406,(346) 309-3111,29.649,-95.706,https://www.costco.com/warehouse-locations/richmond-texas-1697.html
Texas,Rockwall,1225 State Highway 276,75032-9376,(972) 772-1602,32.908,-96.446,https://www.costco.com/warehouse-locations/rockwall-texas-1049.html
Texas,Austin,4301 W William Cannon Dr Bldg A Ste,78749-1499,(512) 382-3013,30.219,-97.842,https://www.costco.com/warehouse-locations/austin-texas-641.html
Texas,Selma,15330 Ih-35 North,78154-3814,(210) 332-1072,29.576,-98.319,https://www.costco.com/warehouse-locations/selma-texas-1006.html
Texas,San Antonio,1201 N Loop 1604 E,78232-1322,(210) 403-4703,29.612,-98.475,https://www.costco.com/warehouse-locations/san-antonio-texas-693.html
Texas,Southlake,2601 E State Highway 114,76092-6668,(817) 749-2800,32.942,-97.111,https://www.costco.com/warehouse-locations/southlake-texas-669.html
Texas,Stafford,12717 Network Dr,77477-1738,(346) 309-3871,29.638,-95.577,https://www.costco.com/warehouse-locations/stafford-texas-1487.html
Texas,Sugar Land,17520 Southwest Fwy,77479-2359,(281) 566-6720,29.586,-95.644,https://www.costco.com/warehouse-locations/sugar-land-texas-1146.html
Texas,Tomball,27000 Tomball Pkwy,77375,(832) 843-0795,30.069,-95.621,https://www.costco.com/warehouse-locations/tomball-texas-1687.html
Texas,Katy,23645 Katy Freeway,77494-7221,(281) 347-9900,29.783,-95.781,https://www.costco.com/warehouse-locations/katy-texas-1167.html
Texas,Plano,1701 Dallas Pkwy,75093-4580,(972) 246-2203,33.024,-96.832,https://www.costco.com/warehouse-locations/plano-texas-684.html
Texas,San Antonio,191 W Loop 1604 S,78245-4191,(210) 868-6725,29.431,-98.715,https://www.costco.com/warehouse-locations/san-antonio-texas-1449.html
Texas,Weatherford,310 Center Point Road,76087-4940,(682) 803-2846,32.75,-97.732,https://www.costco.com/warehouse-locations/weatherford-texas-1735.html
Texas,Webster,1310 Jasmine Ave,77598,(281) 707-7750,29.533,-95.139,https://www.costco.com/warehouse-locations/webster-texas-1330.html
Texas,Houston,12405 N Gessner Rd,77064-1170,(832) 912-2353,29.955,-95.547,https://www.costco.com/warehouse-locations/houston-texas-675.html
Texas,Conroe,8185 Highway 242,77385-4365,(936) 703-2295,30.209,-95.453,https://www.costco.com/warehouse-locations/conroe-texas-1189.html
Utah,West Bountiful,573 W 100 N,84010-7018,(801) 299-3940,40.89,-111.895,https://www.costco.com/warehouse-locations/west-bountiful-utah-735.html
Utah,Lehi,198 N 1200 E,84043-2294,(801) 653-2700,40.389,-111.823,https://www.costco.com/warehouse-locations/lehi-utah-733.html
Utah,Logan,1160 N 1000 W,84321,(435) 915-4214,41.752,-111.857,https://www.costco.com/warehouse-locations/logan-utah-1633.html
Utah,Murray,5201 S Intermountain Dr,84107-6024,(801) 290-4200,40.658,-111.89,https://www.costco.com/warehouse-locations/murray-utah-764.html
